topic_id	question_id	question_text
36	1779	НЯМНБМНИ ЖЕКЭЧ КЕВЕМХЪ АНКЕГМХ ЦПЕИБЯЮ-аюгеднбю ПЮДХНЮЙРХБМШЛ ИНДНЛ ЪБКЪЕРЯЪ:
36	1780	кевемхе ръфекни щмднйпхммни нтрюкэлноюрхх бйкчвюер
36	1781	ндмни хг мЮХАНКЕЕ ВЮЯРН БЯРПЕВЮЕЛшу ТНПЛ ПЮЙЮ ЫХРНБХДМНИ ФЕКЕГШ ъбкъеряъ
36	1782	лЕДСККЪПМШИ ПЮЙ ЫХРНБХДМНИ ФЕКЕГШ
36	1783	оПХ БШЪБКЕМХХ С ОЮЖХЕМРЮ СГКНБНЦН НАПЮГНБЮМХЪ ЫХРНБХДМНИ ФЕКЕГШ ОНЙЮГЮМН НОПЕДЕКЕМХЕ:
36	1784	"оНЙЮГЮМХЕЛ ДКЪ РНМЙНХЦНКЭМНИ ЮЯОХПЮЖХНММНИ АХНОЯХХ СГКЮ ЫХРНБХДМНИ ФЕКЕГШ, МЕГЮБХЯХЛН НР МЮКХВХЪ ТЮЙРНПНБ ПХЯЙЮ ЮЦПЕЯЯХБМШУ ТНПЛ ПЮЙЮ ЫХРНБХДМНИ ФЕКЕГШ, ЪБКЪЕРЯЪ:"
36	1785	"с оюжхемрю онбшьемхе релоепюрспш дн 39 ? я, пюгдпюфхрекэмнярэ, ямхфемхе люяяш рекю мю 6 йц. йнфмше онйпнбш реокше, цхоепцхдпнг, рпелнп бей х оюкэжеб псй. ыхрнбхдмюъ фекегю сбекхвемю, пегйн анкегмеммюъ. оскэя 108 б лхмсрс, янщ 73 лл/вюя, мю яжхмрхцпюлле √ нрясрярбхе гюубюрю пюдхнтюплопеоюпюрю опюбхкэмши дхюцмнг:"
36	1786	"КЮАНПЮРНПМШЕ ХГЛЕМЕМХЪ, УЮПЮЙРЕПМШЕ ДКЪ ОНДНЯРПНЦН РХПЕНХДХРЮ"
36	1787	онкнфхрекэмши реяр йпюикъ уюпюйрепхгсеряъ:
36	1788	дкъ кевемхъ онднярпнцн рхпенхдхрю пейнлемднбюмн мюгмювемхе:
36	1789	"онлхлн цкчйнйнпрхйнхднб, й кейюпярбеммшл япедярбюл, хяонкэгселшл б репюохх онднярпнцн рхпенхдхрю, нрмняъряъ"
36	1790	й АНКЭЬХЛ ДХЮЦМНЯРХВЕЯЙХЛ ОПХГМЮЙЮЛ ЮСРНХЛЛСММНЦН РХПЕНХДХРЮ НРМНЯЪРЯЪ:
36	1791	опх бшъбкемхх юсрнхллсммнцн рхпенхдхрю менаундхл дхмюлхвеяйхи йнмрпнкэ
36	1792	ондюбкемхе опндсйжхх ррц б оепбни онкнбхме аепелеммнярх насякнбкемн:
36	1793	опнтхкюйрхйю инд-детхжхрю бн бпелъ аепелеммнярх наеяоевхбюеряъ опхелнл
36	1794	мюханкее вюярни опхвхмни цхоепйюкэжхелхх ъбкъеряъ
37	1795	опхвхмю оепбхвмнцн цхоепоюпюрхпенгю -
37	1796	онбшьемхе спнбмъ оюпюрцнплнмю опх брнпхвмнл цхоепоюпюрхпенге насякнбкемн
37	1797	оепбхвмши цхоепоюпюрхпенг вюые бяецн бшъбкъеряъ б яхрсюжхх
37	1798	йкхмхвеяйхе яхлорнлш цхоепйюкэжхелхх опнъбкъчряъ опх спнбме йюкэжхелхх
37	1799	ноюямнярэ пюгбхрхъ цхоепйюкэжхелхвеяйнцн йпхгю бнгмхйюер опх спнбме йюкэжхъ
37	1800	пейнлемдселшл лернднл рнохвеяйни дхюцмнярхйх оюпююдемнлш ъбкъеряъ
37	1801	мюханкее щттейрхбмшлх цхонйюкэжхелхвеяйхлх опеоюпюрюлх ъбкъчряъ
37	1802	й йюкэжхлхлерхйюл нрмняхряъ опеоюпюр
37	1803	мюханкее вюярни опхвхмни пюгбхрхъ цхоноюпюрхпенгю ъбкъеряъ
37	1804	цхоноюпюрхпенг уюпюйрепхгсеряъ:
37	1805	аеяяхлорнлмне ревемхе цхонйюкэжхелхх мюакчдюеряъ опх яндепфюмхх наыецн йюкэжхъ б йпнбх
37	1806	опх люмхтеярмни цхонйюкэжхелхх мюакчдючряъ
37	1807	й оепбхвмни тнпле няренонпнгю нрмняхряъ
37	1808	й брнпхвмни тнпле няренонпнгю нрмняхряъ
37	1809	ясрнвмюъ днгю щкелемрюпмнцн йюкэжхъ дкъ оюжхемрнб я сярюмнбкеммшл дхюцмнгнл няренонпнгю б бнгпюяре ярюпье 65 кер янярюбкъер
37	1810	"няренонпнг он дюммшл пемрцемнбяйни нярендемяхрнлерпхх дхюцмняжхпсеряъ, еякх р-йпхрепхи пюбмъеряъ:"
37	1811	"накюярх яйекерю, б йнрнпшу пейнлемднбюмн опнбндхрэ хглепемхе лой лернднл пемрцемнбяйни нярендемяхрнлерпхх щрн"
37	1812	менаундхлшл сякнбхел дкъ щттейрхбмнцн кевемхъ няренонпнгю ъбкъеряъ
37	1813	жекебшлх гмювемхълх опх йнппейжхх детхжхрю бхрюлхмю D ъбкъеряъ яндепфюмхе 25(нм) D б опедекюу
37	1814	пюгбхрхч нфхпемхъ яонянаярбсер
38	1815	юаднлхмюкэмши рхо нфхпемхъ уюпюйрепхгсеряъ:
38	1816	"рхо нфхпемхъ, опедпюяонкюцючыхи й пюгбхрхч лерюанкхвеяйнцн яхмдпнлю, мюгшбюеряъ:"
38	1817	"он опнрнйнкс бнг, нйпсфмнярэ рюкхх днкфмю хглепърэяъ"
38	1818	"гмювемхе нйпсфмнярх рюкхх с лсфвхм, опебшьемхе йнрнпнцн яксфхр йпхрепхел дхюцмнярхйх бхяжепюкэмнцн нфхпемхъ, √"
38	1819	"гмювемхе нйпсфмнярх рюкхх с фемыхм, опебшьемхе йнрнпнцн яксфхр йпхрепхел дхюцмнярхйх бхяжепюкэмнцн нфхпемхъ, √"
38	1820	юаднлхмюкэмши рхо нфхпемхъ дхюцмнярхпсеряъ опх назеле рюкхх
38	1821	хлр дкъ II яреоемх нфхпемхъ:
38	1822	"опеоюпюрш, пейнлемдселше дкъ кевемхъ нфхпемхъ:"
38	1823	"кейюпярбеммши опеоюпюр, пейнлемдселши дкъ ледхйюлемрнгмни репюохх нфхпемхъ, - щрн"
38	1824	репюоебрхвеяйюъ днгю кхпюцксрхдю (╚яюйяемдю╩) б кевемхх нфхпемхъ √
38	1825	нямнбмшл лернднл кевемхъ опх цхоепокюярхвеяйни тюге нфхпемхъ ъбкъеряъ
38	1826	онйюгюмхел дкъ опнбедемхъ аюпхюрпхвеяйни ноепюжхх ъбкъеряъ √
38	1827	оепбхвмюъ юлемнпеъ - щрн
39	1828	брнпхвмюъ юлемнпеъ - щрн
39	1829	онпюфемхе ъхвмхйнб б опеосаепрюрмнл бнгпюяре яонянаярбсер
39	1830	онпюфемхе ъхвмхйнб б оняросаепрюрмнл бнгпюяре яонянаярбсер
39	1831	онбшьемхе спнбмъ тяц б йпнбх анкее 30 ед/к мю тнме ямхфеммнцн яндепфюмхъ щярпюдхнкю сйюгшбюер мю бнглнфмне мюкхвхе
39	1832	гюдепфйю тхгхвеяйнцн х онкнбнцн пюгбхрхъ опнъбкъеряъ
39	1833	дкъ опефдебпелеммнцн онкнбнцн янгпебюмхъ уюпюйрепмн
39	1834	гюдепфйни онкнбнцн пюгбхрхъ с дебнвей явхрюеряъ нрясрярбхе брнпхвмшу онкнбшу опхгмюйнб дн
39	1835	мю ъхвмхйнбши цемег цхоепюмдпнцемхх я анкэьни бепнърмнярэч сйюгшбюер онбшьеммши спнбемэ:
39	1836	мю мюдонвевмхйнбши цемег цхоепюмдпнцемхх я анкэьни бепнърмнярэч сйюгшбюер онбшьеммши спнбемэ:
39	1837	опх кевемхх цхпясрхглю хяонкэгсчряъ
39	1838	уюпюйрепмшлх опхгмюйюлх яхмдпнлю онкхйхярнгмшу ъхвмхйнб ъбкъчряъ
39	1839	й рхохвмшл скэрпюгбсйнбшл опхгмюйюл яхмдпнлю онкхйхярнгмшу ъхвмхйнб нрмняхряъ
39	1840	уюпюйрепмше цнплнмюкэмше опнъбкемхъ опх яхмдпнле онкхйхярнгмшу ъхвмхйнб
39	1841	нямнбмшл опеоюпюрнл дкъ хмдсйжхх нбскъжхх опх яхмдпнле онкхйхярнгмшу ъхвмхйнб ъбкъеряъ
39	1842	цнплнмюкэмши ярюрся опх оепхлемноюсгюкэмнл яхмдпнле
39	1843	нямнбмшл ледхйюлемрнгмшл лернднл кевемхъ йкхлюйрепхвеяйнцн яхмдпнлю ъбкъеряъ:
39	1844	цхоепцнмюднрпномши цхонцнмюдхгл с люкэвхйнб бшъбкъеряъ опх
39	1845	цхонцнмюднрпномши цхонцнмюдхгл мюакчдюеряъ опх √
39	1846	й уюпюйрепмшл йкхмхвеяйхл опнъбкемхъл лсфяйнцн цхонцнмюдхглю нрмняъряъ
39	1847	нянаеммнярх опеосаепрюрмнцн цхонцнмюдхглю √
39	1848	нянаеммнярх оняросаепрюрмнцн цхонцнмюдхглю √
39	1849	рхохвмшл кюанпюрнпмшл опхгмюйнл мюкхвхъ бнгпюярмнцн юмдпнцеммнцн детхжхрю ъбкъеряъ
39	1850	"оюжхемрйю 14 кер, фюкнаш мю гюдепфйс пнярю х онкнбнцн пюгбхрхъ. йюпхнрхо 45у0. дхюцмнг:"
39	1851	с пеаемйю я гюдепфйни онкнбнцн пюгбхрхъ бшъбкем йюпхнрхо 47 уус. опедонкнфхрекэмши дхюцмнг-
39	1852	меипнщмднйпхммше носункх бнгмхйючр хг
40	1853	метсмйжхнмхпсчыхе оюмйпеюрхвеяйхе меипнщмднйпхммше носункх яейперхпсчр
40	1854	"хмяскхмнлю √ щрн носункэ ондфексднвмни фекегш, опнъбкъчыюъяъ:"
40	1855	оюрнцмнлнмхвмшл опхгмюйнл мюкхвхъ хмяскхмнлш ъбкъеряъ:
40	1856	б дхюцмнярхйе хмяскхмнлш опхлемъеряъ
40	1857	й кюанпюрнпмшл люпйепюл хмяскхмнлш нрмняхряъ
40	1858	опхвхмни пюгбхрхъ яхмдпнлю гнккхмцепю-щккхянмю ъбкъеряъ:
40	1859	уюпюйрепмшл опнъбкемхел цюярпхмнлш ъбкъеряъ:
40	1860	"цкчйюцнмнлю √ щрн нярпнбйнбюъ носункэ, опнъбкъчыюъяъ:"
40	1861	"янлюрнярюрхмнлю √ щрн нярпнбйнбюъ носункэ, опнъбкъчыюъяъ:"
40	1862	"бхонлю √ щрн нярпнбйнбюъ носункэ, опнъбкъчыюъяъ:"
40	1863	нямнбмшл дхюцмнярхвеяйхл люпйепнл опх йюпжхмнхдмнл яхмдпнле ъбкъеряъ онбшьемхе спнбмъ:
40	1864	й нямнбмшл опнъбкемхъл йюпжхмнхдмнцн яхмдпнлю нрмняъряъ
40	1865	щрхнкнцхвеяйхи тюйрнп йернюжхднрхвеяйни йнлш √
41	1866	йкхмхвеяйхл опнъбкемхел дхюаерхвеяйни йернюжхднрхвеяйни опейнлш ъбкъеряъ(чряъ)
41	1867	й нямнбмшл опхмжхоюл кевемхъ дхюаерхвеяйнцн йернюжхднгю нрмняъряъ
41	1868	анкэмнлс я дхюаерхвеяйхл йернюжхднгнл мю днцняохрюкэмнл щрюое менаундхлн опнхгбеярх
41	1869	опх дхюаерхвеяйнл йернюжхднге хмтсгхнммсч репюохч мювхмючр я бмсрпхбеммнцн ббедемхъ
41	1870	днгю бмсрпхбеммнцн хмяскхмю йнпнрйнцн деиярбхъ б оепбше вюяш дхюаерхвеяйни йернюжхднрхвеяйни йнлш янярюбкъер
41	1871	яйнпнярэ ямхфемхъ цхоепцкхйелхх опх дхюаерхвеяйнл йернюжхднге янярюбкъер
41	1872	"яйнпнярэ ббедемхъ укнпхдю йюкхъ опх дхюаерхвеяйнл йернюжхднге, хяундмнл спнбме йюкхъ б йпнбх 5,0-5,9 ллнкэ/к х бнднпндмнл онйюгюреке лемее 7,1 янярюбкъер"
41	1873	"нярпюъ дейнлоемяюжхъ яюуюпмнцн дхюаерю я пегйн бшпюфеммни цхоепцкхйелхеи (анкее 35 ллнкэ/к), бшянйни нялнкъпмнярэч окюглш, децхдпюрюжхеи опх нрясрярбхх йернюжхднгю хлемсеряъ йюй"
41	1874	нямнбмни опхвхмни цхоепнялнкъпмнцн цхоепцкхйелхвеяйнцн янярнъмхъ ъбкъеряъ
41	1875	опхмжхош кевемхъ цхоепнялнкъпмнцн цхоепцкхйелхвеяйнцн янярнъмхъ √
41	1876	"еякх анкэмни яюуюпмшл дхюаернл 1 рхою б аеяянгмюрекэмнл янярнъмхх, опх щрнл йнфмше онйпнбш бкюфмше, мюакчдючряъ ясднпнцх йнмевмняреи, лхлхвеяйни лсяйскюрспш, вюярнрю яепдевмшу янйпюыемхи √ 92, ъгшй бкюфмши, рн дхюцмнг √"
41	1877	цхонцкхйелхвеяйюъ йнлю лнфер пюгбхбюрэяъ бякедярбхе
41	1878	ахнухлхвеяйне нопедекемхе цхонцкхйелхх - ямхфемхе йнмжемрпюжхх цкчйнгш б окюгле йпнбх мегюбхяхлн нр яхлорнлюрхйх
41	1879	оепбюъ онлныэ опх кецйни цхонцкхйелхх с анкэмнцн яюуюпмшл дхюаернл бйкчвюер
41	1880	дкъ йсохпнбюмхъ ръфекни цхонцкхйелхх хяонкэгсчр
41	1881	юкэрепмюрхбни ббедемхъ цкчйнгш опх цхонцкхйелхвеяйнл янярнъмхх ъбкъеряъ ббедемхе
41	1882	опх нярпни мюдонвевмхйни меднярюрнвмнярх цхдпнйнпрхгнм ббндхряъ
41	1883	опх ръфекни цхоепйюкэжхелхх пейнлемдсеряъ опнбедемхе
41	1884	опх пюгбхрхх ясднпнц опх цхоноюпюрхпенге мюгмювючр:
